ID,Condicion,M001,M002,M003,M004,M005,M006,M007,M008,M009,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M042,M043,M044,M045,M046,M047,M048,M049,M050,M051,M052,M053,M054,M055,M056,M057,M058,M059,M060,M061,M062,M063,M064,M065,M066,M067,M068,M069,M070,M071,M072,M073,M074,M075,M076,M077,M078,M079,M080,M081,M082,M083,M084,M085,M086,M087,M088,M089,M090,M091,M092,M093,M094,M095,M096,M097,M098,M099,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119,M120,M121,M122,M123,M124,M125,M126,M127,M128,M129,M130,M131,M132,M133,M134,M135,M136,M137,M138,M139,M140,M141,M142,M143,M144,M145,M146,M147,M148,M149,M150,M151,M152,M153,M154,M155,M156,M157,M158,M159,M160,M161,M162,M163,M164,M165,M166,M167,M168,M169,M170,M171,M172,M173,M174,M175,M176,M177,M178,M179,M180,M181,M182,M183,M184,M185,M186,M187,M188,M189,M190,M191,M192,M193,M194,M195,M196,M197,M198,M199,M200,M201,M202,M203,M204,M205,M206,M207,M208,M209,M210,M211,M212,M213,M214,M215,M216,M217,M218,M219,M220,M221,M222,M223,M224,M225,M226,M227,M228,M229,M230,M231,M232,M233,M234,M235,M236,M237,M238,M239,M240,M241,M242,M243,M244,M245,M246,M247,M248,M249,M250
PLT031,Estres_hidrico,6.5673,3.7979,4.883,5.3543,3.4083,4.1222,3.6184,6.6672,5.1653,3.6602,3.6744,5.2348,7.443,6.7934,7.6979,6.6647,4.715,7.9222,5.7538,3.5619,2.8865,9.0025,7.4436,5.91,6.3685,4.3607,6.8958,5.9286,9.7967,3.5886,6.5562,5.0735,7.4124,3.5676,5.9984,7.1183,6.167,5.5312,5.0433,7.4737,9.375,7.5376,3.7682,6.8536,6.9484,7.0712,8.1101,4.1672,5.0378,6.6116,9.0012,5.3995,5.4887,4.6517,7.5087,8.4273,9.0074,3.0291,3.2124,6.1403,6.4304,7.8001,3.8044,3.6819,3.0176,5.9168,8.4334,7.233,7.9083,3.8291,3.2593,5.354,7.054,7.4905,4.3527,3.3577,3.9028,6.8804,2.9174,6.7044,10.9479,4.5757,4.4946,4.6217,6.7401,3.7537,7.2005,5.1321,6.8974,4.0659,8.7516,5.4263,4.3859,9.0796,5.8695,7.6803,6.0906,5.7812,5.3588,7.5014,6.1308,6.7198,3.6656,5.5822,7.5684,5.2186,5.4954,5.0719,3.5611,5.9214,6.6693,4.451,2.9904,3.7145,6.8637,7.1548,5.659,3.9575,8.7087,3.5721,5.9645,4.1952,3.3305,6.3163,5.5544,3.5235,6.9841,6.7892,5.2014,8.745,3.6136,10.0131,7.1776,6.0507,7.1108,7.1038,6.376,5.1664,5.1134,6.7073,4.8839,4.0528,7.3499,4.898,4.3497,4.2099,8.2664,7.5928,4.5748,7.656,5.9071,5.4774,3.7343,6.2055,6.7318,7.6705,7.4671,7.5056,9.4383,4.0895,4.7043,6.8361,3.0698,3.4187,7.3611,3.2409,4.2785,6.8166,6.0725,7.8884,6.7321,4.4369,3.9356,4.964,5.4258,7.5385,6.6528,4.2313,3.4313,7.1228,5.0029,9.0801,6.0177,7.4641,4.9073,9.7314,5.0612,3.8583,2.8663,5.6561,7.7783,4.7154,7.6403,10.6971,3.8983,4.3853,5.5293,4.7182,3.776,4.7866,4.8266,4.2679,4.0252,5.1745,3.3926,6.301,2.6887,6.5015,5.2863,5.5601,3.5376,6.765,4.1443,4.7539,10.5111,8.5929,2.7925,6.7767,6.0369,8.3156,5.8555,4.3019,5.7255,3.7076,6.9772,7.064,3.3987,6.5596,6.6062,6.8611,4.0232,4.4341,3.4712,6.4433,4.0156,4.9611,6.6565,3.3318,3.4173,6.8125,6.7994,7.6301,9.514,3.411,7.5769,5.3151,7.0054,3.4279,7.8768,4.2596
PLT032,Estres_hidrico,7.2343,3.1368,5.0638,5.1152,4.1587,5.5008,3.9428,6.809,4.7333,3.5793,4.4041,4.9622,7.2122,6.6813,8.0701,7.0711,4.3051,8.9791,5.5327,4.221,2.8102,9.7,7.4499,5.614,5.5483,3.7482,6.6151,6.0996,10.6338,3.6173,6.1605,4.5721,8.2568,4.603,5.5435,6.6705,6.4483,6.7828,6.0462,7.9831,8.9135,7.7897,4.2282,6.3783,6.3338,7.5609,7.3175,4.2447,5.4011,6.5067,8.4215,6.0377,5.8059,4.3255,7.7356,8.3209,8.7984,3.6349,3.5592,5.5168,6.5583,7.6867,4.3427,3.4502,2.814,4.961,7.4958,7.0745,8.6214,4.5169,2.626,5.8542,5.9339,7.5159,4.6401,4.1511,3.9704,6.797,3.4816,6.7837,8.934,4.0914,4.0006,4.8994,7.8743,3.8744,7.671,3.7419,7.4235,4.7499,7.6698,4.5734,3.8709,7.0285,5.8815,7.3806,5.6336,5.7126,5.6172,7.8587,5.6033,7.9306,3.8215,5.0945,7.2325,5.5494,5.79,4.5353,3.0436,5.1762,7.674,5.3111,3.3565,4.6678,6.5967,6.4925,4.8353,4.0781,8.0817,3.1174,6.2091,4.2871,3.8052,4.8529,5.2547,3.9475,6.9768,7.0338,5.9095,10.2592,4.2948,9.6959,7.8071,6.326,8.7397,7.9121,5.9144,5.4826,5.2981,6.6195,4.8938,5.2133,7.7862,4.8812,4.1951,4.2467,7.3379,6.8286,4.1546,7.5531,6.3296,5.4117,5.1615,6.0917,6.8914,7.3671,8.0411,6.8391,8.4614,2.4255,4.3715,6.8912,3.3047,3.3534,6.1744,3.4221,3.5171,6.7631,6.0559,8.2635,6.3828,3.9384,4.6536,5.1831,5.4067,6.2568,6.5019,5.4791,2.9444,7.8836,4.6062,9.8209,6.8354,7.9614,4.8665,10.8665,3.8719,3.6206,3.2154,5.3192,8.0366,4.502,7.1865,9.9612,4.0746,3.8204,4.4657,5.7008,3.8836,4.925,5.0551,4.6252,4.807,6.1819,3.7124,6.52,3.2514,6.7829,5.5676,5.5552,3.4383,6.5454,4.7623,5.7662,10.3858,9.6811,2.0937,6.7524,6.5457,7.4787,5.9501,4.6668,5.3354,4.0759,6.7962,7.0007,3.2186,6.6193,6.313,6.4463,4.3552,5.3402,4.4548,6.4368,5.2514,5.1682,6.3859,3.3205,2.9575,6.3875,7.7382,7.4432,9.2347,4.202,7.7615,5.0469,7.1112,3.8343,8.613,4.2119
PLT033,Estres_hidrico,6.4738,3.7554,5.1215,4.8247,4.3087,4.8159,4.0217,7.3499,4.5029,3.8123,3.9136,4.5794,6.7459,6.9174,7.292,5.8193,4.5327,8.7146,5.9736,4.1065,4.7961,9.5521,6.6487,5.3268,5.7813,4.8136,6.5621,6.2984,9.2333,3.1524,5.6423,4.8251,7.3193,4.7727,6.3059,6.5458,6.9651,6.1853,5.285,8.0255,10.6438,7.2606,4.8172,6.8108,7.2679,6.8581,6.925,4.3334,5.9272,6.8242,7.8295,5.9974,5.3225,4.5166,7.4357,7.1058,10.1119,3.4231,3.9269,5.8929,6.2875,7.0279,4.4434,3.6206,3.3186,4.5592,7.5651,6.8142,7.7286,3.7726,2.8746,5.502,7.161,6.2346,3.8305,2.6824,4.082,7.5362,3.8621,6.5963,9.4776,5.2213,3.4128,4.7191,6.1839,4.0648,8.0046,4.544,7.1377,4.4607,7.9325,6.2769,3.6291,6.8113,6.7453,7.7902,5.8442,5.6911,5.4007,7.6501,5.8698,7.6838,3.7524,5.7192,7.5792,5.9928,5.8793,5.3827,3.3881,5.6845,8.2508,4.575,3.3711,4.1516,6.6195,6.8313,4.4729,4.3135,7.9698,3.2172,5.0863,4.4743,3.037,5.3361,5.4832,3.0693,7.0452,6.4919,5.1296,9.4958,4.1368,7.7429,6.8726,5.6725,7.5642,7.1671,6.3963,5.3831,5.375,6.6155,4.7386,4.9052,7.5006,5.1742,4.1186,4.5666,7.3868,7.5242,3.94,7.5707,6.2799,4.3291,4.1402,6.6605,7.0892,7.6039,7.6689,7.4144,9.3309,4.1519,4.8417,6.05,3.9891,3.2545,6.3045,3.6316,3.7804,6.7092,6.523,7.3678,5.6251,4.3424,4.2671,5.1169,5.5302,7.5126,6.6479,5.1139,2.9797,7.889,4.4134,9.6007,6.2958,7.9371,4.5346,10.3287,3.3109,4.0792,3.2101,5.4103,7.9529,4.7902,7.3357,9.8604,4.5529,4.7469,4.5187,5.9473,3.4467,5.6597,5.1752,4.2973,4.3085,5.709,3.3667,5.1092,3.2908,7.0758,4.7975,5.9152,3.7616,6.5716,4.4797,4.6408,11.1928,9.3579,3.1031,6.3327,5.9448,7.9653,6.2101,4.4462,5.9742,3.7856,7.1586,7.598,4.3718,4.9805,6.5582,6.4202,3.7831,5.479,3.2522,6.9875,4.6705,5.0054,6.1516,4.4279,2.8192,6.3637,6.8455,7.0051,8.9326,3.5007,7.1722,5.9694,7.2224,3.1662,8.3084,3.6981
PLT034,Estres_hidrico,6.9388,2.9285,5.2932,4.3231,3.2331,4.2676,4.2031,6.8751,3.8116,3.5035,4.0966,4.5826,7.1613,7.1584,8.2286,6.9068,4.9094,8.8636,5.1829,3.0973,4.0569,10.7629,7.715,5.5321,5.7246,4.6059,6.5763,5.1716,10.0402,3.333,6.3152,4.7484,7.9861,4.6846,5.6541,7.0461,6.2185,7.4617,5.8614,7.838,10.3681,7.7359,5.1541,7.0274,7.1778,8.1171,7.3454,4.1595,5.262,6.5277,8.3379,5.8181,4.9108,4.2789,7.2089,8.4857,8.4481,2.9861,3.2902,6.2904,7.206,7.6234,3.9607,3.7566,2.7767,4.6067,8.0072,6.9978,8.0008,3.9847,2.6537,5.0007,6.6681,7.0266,5.0288,3.2628,4.5606,7.3638,3.3057,6.5523,8.8728,4.4546,3.6223,4.844,7.6216,3.9235,7.2398,4.4103,7.7751,4.3028,8.4853,6.1118,4.1396,6.7116,6.0472,6.8372,5.9033,5.7297,5.4353,8.0229,5.7492,7.7645,3.7445,5.6264,7.6896,5.5964,6.449,4.3189,4.014,5.5429,7.8509,5.0245,3.3709,4.5376,6.3889,6.7112,5.3402,4.0252,7.7876,2.8801,6.3529,3.682,4.0745,5.2908,5.7782,3.7708,7.3126,6.1854,5.9721,9.3079,4.068,10.3256,7.3133,5.7863,7.5437,7.2006,5.6339,5.7484,5.3913,6.6742,4.8079,4.9919,8.2008,4.1242,4.1469,4.5229,6.9734,6.9728,4.4729,7.8466,5.8991,4.9185,4.3516,6.4273,6.87,8.2281,6.9655,7.7309,8.8263,4.6197,4.6185,6.1937,3.6117,3.2055,6.4681,3.6962,4.3216,6.4122,6.3909,8.2209,6.4647,4.3467,4.4333,5.263,5.0382,7.6095,6.1321,4.2913,3.7523,6.7331,4.3401,9.1685,6.2463,8.2318,5.1989,9.1578,4.1729,4.0868,2.8614,5.3542,7.9393,4.7821,7.3904,10.7517,4.5027,4.809,4.743,5.6097,4.7434,4.4686,5.2768,3.6166,4.7828,5.6674,3.0206,6.1043,3.6322,6.4457,5.2212,6.1328,3.5307,6.0268,4.2279,4.4891,9.9584,9.7916,2.2776,7.6448,6.4242,8.2134,6.0138,4.9153,6.2012,4.0399,7.3883,6.8748,3.5841,6.0348,6.7023,6.0344,4.0692,4.8869,3.7146,7.5073,5.3131,5.1218,6.8492,3.5929,3.004,6.5572,6.8128,7.523,7.9659,3.1004,7.4192,5.7841,7.6041,3.7141,8.055,3.9492
PLT035,Estres_hidrico,6.2071,3.3512,4.9694,5.1962,4.0711,5.2328,2.9375,7.6889,4.5942,4.3155,4.2056,4.0957,7.6289,6.5713,7.1115,6.696,4.2553,7.7836,6.8246,3.3852,3.3802,9.5329,7.567,5.8481,6.3964,4.3469,6.6994,5.9061,9.9518,3.3491,6.9303,4.5951,7.0196,4.5283,5.6306,6.7512,6.2187,6.0458,5.7884,8.1569,11.5071,6.5701,4.6849,6.7537,7.3317,7.2044,7.6412,4.674,5.4632,7.1774,9.1323,5.835,5.9735,5.1906,7.3984,7.4051,8.388,3.0893,3.2916,6.5685,5.7332,6.636,3.6382,3.4803,2.647,5.189,7.7002,6.6945,8.0421,4.2508,2.7972,5.8116,7.0741,6.9797,4.5386,3.5731,5.0445,7.3306,3.4794,7.0946,8.8151,5.4005,3.4079,4.4593,6.8691,4.0806,7.9237,4.4878,7.2548,3.9729,7.8355,5.8865,4.3045,7.3353,6.1102,7.4041,5.1249,5.2199,5.6344,8.1771,5.4478,7.4171,3.0854,4.5629,7.6782,5.8028,5.0508,4.6524,4.1849,6.5192,7.9291,5.9002,3.8506,4.9857,5.9602,7.2889,5.5253,4.2242,8.2091,3.7688,5.7161,3.916,3.3588,5.9751,5.573,3.3983,7.0309,6.7024,5.9411,9.2323,3.2485,9.9748,6.4194,5.4554,7.4718,7.0659,6.4223,4.4924,4.695,7.1711,4.8804,5.5058,7.2547,5.1265,3.7465,3.8974,8.3715,7.8517,4.1763,7.3606,5.566,5.0961,3.9223,5.8883,6.8446,8.163,7.1599,7.6665,9.0135,3.966,4.7795,7.0905,3.507,3.0936,6.6805,3.5314,3.8212,6.6022,7.2237,7.4433,7.0919,4.4704,4.4937,5.3989,4.7469,8.9108,6.6806,4.3305,3.2429,8.2092,4.5073,9.3106,5.8849,8.6134,5.3066,9.6416,3.8167,4.0202,2.8544,5.7467,7.6528,4.8408,7.0866,11.1283,4.7325,5.2959,5.3332,5.6028,3.7559,5.4647,5.6852,4.3076,4.6235,5.8761,3.7607,5.9181,2.9972,6.9678,5.0007,5.1477,3.3322,6.3523,4.2786,4.641,11.1464,9.1789,2.9721,7.0855,5.8459,8.2989,5.724,4.8359,5.8185,3.6993,6.8681,7.1373,3.3622,4.9712,6.407,6.7066,3.9555,4.6228,3.611,7.5077,4.6365,5.2146,6.7331,3.808,3.3761,6.2746,7.1299,7.6835,9.0468,4.9068,7.5058,5.6979,8.1261,3.5436,7.4231,3.8194
PLT036,Estres_hidrico,6.4001,3.7282,5.0291,5.1215,3.094,5.1575,4.0864,6.8395,4.9203,3.4938,4.3186,4.1289,6.4637,7.7561,7.5665,6.2744,4.6397,8.5434,5.944,3.5841,3.2774,8.7937,7.1936,6.1808,6.6749,4.4116,6.0308,5.4749,9.8662,3.6566,7.1703,4.1685,7.3772,4.5385,5.4548,7.0264,6.4655,5.5154,5.5073,7.5951,10.3915,7.4731,4.0188,6.8664,6.8566,7.2468,6.9451,4.2649,5.7899,6.3203,7.1167,5.997,4.8277,3.7649,6.6728,7.7512,8.4308,3.4556,3.8138,6.5411,7.0136,7.4383,4.3306,3.2352,2.9812,5.2602,8.0351,7.3287,6.9446,4.2245,3.45,5.4405,5.8323,7.2818,3.9105,4.1485,4.8227,6.3698,4.1558,6.46,9.5717,4.3717,4.034,4.9734,7.168,3.3818,7.3661,4.4105,7.6813,4.0836,9.6226,5.9347,3.1841,5.8232,6.7208,7.5718,5.426,4.5324,4.6979,9.1449,6.3112,8.1364,3.3747,4.8534,7.7658,5.974,5.1843,4.5729,3.0589,5.4251,7.3487,4.6182,3.6918,3.9824,5.7679,6.7453,5.209,3.5593,7.703,3.7106,6.4616,3.6877,3.1359,5.8134,5.3629,2.9516,7.0106,6.0829,6.2037,8.5684,3.3854,10.0825,7.3913,6.3135,7.1536,7.0178,6.8864,6.5466,5.0548,7.0387,5.261,5.0693,7.4351,3.9237,3.9167,4.1904,7.3654,6.928,4.2916,7.3853,6.3736,4.1225,4.7682,5.5183,6.8972,8.1389,6.9297,7.3185,7.3231,3.0895,4.8405,6.0693,2.9729,3.3777,6.975,3.196,3.683,6.9871,6.4951,6.7452,7.6888,4.0555,4.1358,5.2648,4.31,7.9695,6.3805,4.9036,3.5427,7.175,4.9533,10.279,6.8609,7.8233,5.2263,9.7702,5.0943,3.3111,3.3418,4.915,7.9739,4.4535,7.1277,11.1495,4.7476,4.2588,5.2407,5.9396,4.2757,5.4496,5.1995,2.5402,4.2068,6.0154,3.3042,6.4661,2.3122,6.6504,5.3744,5.1709,3.8794,6.0496,3.6527,4.1109,10.6329,7.6816,3.4146,6.5198,5.6772,7.4295,5.5909,4.7779,5.5169,3.7875,6.3922,7.3673,3.8374,5.6859,6.4934,6.4622,4.6282,4.8506,3.5929,7.4794,5.3835,5.7255,6.8223,3.8899,3.811,6.8073,6.7582,7.5302,9.4569,3.8297,7.3747,5.5157,7.1811,2.8919,8.2178,4.3392
PLT037,Estres_hidrico,6.9051,3.8361,5.7575,4.9875,3.6574,5.3297,3.1789,6.9821,4.5987,3.8888,3.2252,5.0045,7.6033,7.295,6.9234,6.4951,5.234,7.9557,5.5441,4.0002,3.839,8.3462,7.3738,5.9219,5.8331,4.1568,6.4797,5.7541,10.4613,3.0138,6.1894,4.8336,7.1925,4.9779,5.5223,7.0198,6.4862,5.9584,5.2946,7.8067,10.7949,7.818,4.7542,7.1407,7.6567,6.8682,7.0226,4.3686,4.4594,6.3546,7.4135,5.1357,5.2182,4.3653,7.0253,7.6548,9.0859,3.8556,3.7454,5.928,6.4928,7.6436,3.7569,4.3032,3.2371,5.7212,7.0642,7.2974,7.5572,3.935,3.2141,5.5952,6.5358,7.3377,4.3025,3.0529,4.1708,7.0245,4.1464,6.973,9.2506,4.604,4.5186,5.2375,7.8451,3.9438,7.949,4.8485,7.9893,4.9036,7.7086,5.7068,3.6651,7.1072,6.2764,6.6978,5.3872,5.1364,4.865,8.1494,5.707,8.2106,3.6103,5.8233,6.8683,5.7942,6.2188,5.3293,3.3616,5.2263,8.2381,5.2485,3.1218,3.5737,6.4329,6.5392,4.9409,4.1078,8.1757,3.0252,5.7833,3.8879,2.9782,5.687,5.7768,3.7211,7.4782,6.8109,5.6905,8.094,3.6304,9.3442,6.9708,6.6573,8.1631,7.2389,5.8844,5.7864,5.016,6.1284,4.8085,4.9762,7.029,4.9056,3.9556,4.8854,8.098,6.5935,5.2121,7.4383,5.739,4.4548,4.2497,6.2101,6.9712,8.207,6.5482,7.4665,9.4603,3.2189,3.4357,6.1007,3.0364,3.306,6.2197,3.6833,3.9285,5.8024,6.2028,7.8707,8.361,4.2817,3.9738,5.1013,5.6094,7.0359,6.2898,5.071,3.0512,6.8876,4.5812,8.5424,6.2109,8.3374,4.188,9.8027,4.7749,4.9252,3.0322,5.1571,7.8866,4.2712,7.1992,10.4472,3.6815,4.6357,4.8046,5.6305,3.2751,5.4908,6.0618,3.9204,4.4546,5.9154,3.7786,6.611,3.5256,6.2309,5.6093,5.3883,3.5925,6.2617,4.3652,4.1928,11.9264,9.1154,3.1024,7.5549,5.9672,7.6297,6.5919,4.6914,5.6948,3.8302,6.8932,6.4116,3.3251,6.0987,6.5005,6.6653,3.8248,4.6406,3.485,7.2966,5.193,5.0557,6.6903,3.7551,3.6301,6.6001,6.63,7.9076,8.3018,3.7013,7.7968,5.6554,7.3533,2.9169,8.7362,3.1335
PLT038,Estres_hidrico,6.6037,2.9766,4.9703,5.2766,3.6955,4.7135,3.6224,6.835,4.6542,4.2096,3.8589,4.302,6.8758,7.2184,7.7461,6.4205,4.7488,8.4141,5.3231,4.2094,2.8719,9.9461,6.8772,4.4053,6.8907,4.2605,6.196,5.7444,11.1456,3.1193,5.4194,4.1622,7.9739,4.8166,5.7746,7.2712,7.4107,6.4754,5.9346,8.5049,9.9032,8.0285,4.9556,6.9874,7.1967,7.2491,7.6179,3.9577,4.7496,6.4011,7.8141,6.2537,4.7134,4.1903,7.5221,8.3109,8.4675,2.8083,3.592,6.6141,6.1475,7.2096,3.7032,4.2524,2.3208,4.5249,8.4504,6.6907,6.5027,4.4155,2.6678,4.5765,6.7022,7.0906,4.1753,3.1479,3.9401,6.472,3.8469,6.7571,9.4577,4.6186,3.4507,4.6553,7.1963,4.1682,7.253,4.6385,7.6361,5.6081,8.0623,5.2472,3.3488,6.9529,5.5274,8.2224,5.3607,5.8226,5.6095,7.3557,5.1682,8.3252,3.9734,5.784,6.711,5.4991,4.9653,4.447,3.2755,5.2259,8.0363,5.7618,3.0929,4.0372,6.8251,6.7383,5.2779,3.8201,7.8034,3.7953,5.8496,3.9592,3.1682,5.5852,6.389,3.4021,6.1484,6.6586,5.1368,9.5496,3.6941,9.8538,6.7926,7.1695,7.9999,7.0186,6.1283,4.664,5.1755,6.7708,6.2189,5.7561,7.6255,4.8787,4.0866,3.2747,7.7222,6.525,3.337,8.1348,6.4579,4.4842,4.1069,5.4916,6.2805,8.3167,7.2851,7.6555,8.0849,3.6513,4.5938,6.7638,3.0857,3.0102,6.0329,3.4771,3.7662,6.5369,6.5259,6.7523,5.5345,3.8072,4.3047,5.3275,4.2678,7.6643,6.802,3.9842,3.2078,7.9089,4.0297,9.0043,6.7219,7.5169,5.271,10.1568,4.7369,4.2207,3.2044,5.653,8.5466,4.5447,6.8987,9.3976,5.0689,4.5364,4.8443,5.6492,4.0086,4.9081,5.9416,3.4448,4.74,5.9288,3.2169,6.4113,3.1815,6.3142,4.415,6.1709,4.2345,5.6361,4.7786,4.6045,9.9628,8.5873,2.1289,7.5405,6.1955,8.3878,6.0289,4.9776,6.4411,3.9378,6.4931,5.9601,3.7797,6.0631,5.6191,6.9926,3.6381,4.3518,3.8481,6.4116,5.0678,4.842,6.2252,3.3006,4.4622,7.1603,6.5864,7.0286,8.4148,3.1646,7.2873,5.1852,7.9839,3.2333,7.7609,3.3752
PLT039,Estres_hidrico,6.8582,3.6727,4.9861,4.8723,3.7829,4.3947,4.2167,7.0661,4.293,4.1506,4.7736,4.2962,7.4169,7.5346,7.5904,6.5435,3.8868,9.9242,4.8158,4.4982,2.9427,11.2172,7.7833,5.1756,6.8233,3.7184,7.0564,6.1158,9.6039,2.446,6.2208,4.1492,7.5336,4.4018,6.0288,6.8775,6.4188,5.0567,5.8419,8.0334,11.0546,7.7197,4.4588,6.667,7.3486,6.2206,7.6149,4.5594,5.1952,6.9158,7.2531,5.9387,5.9461,3.9929,7.7671,8.4934,8.9886,4.387,3.8155,5.9034,5.4809,7.7516,4.0993,3.9571,2.5946,5.5001,7.4384,7.8023,8.1243,4.788,3.0945,4.7832,6.3312,7.1931,4.5982,2.6635,4.0973,6.8924,3.955,6.408,9.7745,4.515,4.4948,5.1372,6.8473,4.3445,7.8502,4.6018,7.1968,5.3283,8.4898,5.8764,3.3416,5.9626,5.9718,6.977,5.4984,4.9531,5.4813,8.9865,5.1573,7.7546,2.6917,5.1042,7.398,4.8622,5.2348,4.7427,4.2623,5.2486,7.0817,4.6414,3.2269,4.0874,6.7695,6.8526,4.9389,4.5251,7.3051,3.6541,5.6925,3.5819,3.1099,5.2133,5.3183,3.5225,6.9296,6.4624,5.5629,9.0055,3.8438,10.575,7.4993,6.7838,7.6064,6.9652,5.9903,5.7241,5.2809,6.7053,5.6517,4.9603,7.4337,4.368,3.6952,4.5432,7.9573,6.5182,5.0468,7.5306,5.5174,5.1199,4.3538,5.8738,6.4182,7.92,7.0728,7.4721,8.9924,3.7003,5.3591,5.9722,3.3922,3.0343,6.8657,3.3252,3.78,6.7173,6.1686,7.2361,7.0113,4.1499,4.6829,5.9244,5.9146,7.5931,6.543,5.3019,2.8909,7.8018,5.1729,10.2256,6.7915,8.4749,5.5247,9.5876,4.1851,4.3299,3.077,5.4754,8.1284,5.0842,7.3502,10.618,3.9797,5.4385,4.8861,5.6408,4.4293,4.636,6.0684,4.4577,4.6901,5.9957,3.7192,6.8768,3.4334,6.2869,5.347,5.7128,3.8647,5.9076,4.3255,4.3316,10.5045,9.5821,2.1406,6.6531,6.3592,7.8248,5.5151,4.9419,5.5071,4.5236,7.1319,6.5407,3.6417,5.5874,6.6617,6.1602,4.0856,4.6689,3.7697,7.5991,5.5294,5.1935,7.1415,3.0721,3.6838,6.6052,6.7421,7.0682,8.9584,4.5651,7.5147,5.8275,7.0343,3.1814,8.05,3.8278
PLT040,Estres_hidrico,7.0587,3.5665,5.2984,5.1932,3.6737,5.2185,3.5589,7.5313,5.1891,4.1968,3.7883,5.0614,6.8847,7.1382,7.4502,6.5688,4.1695,8.5471,6.0465,3.892,3.5948,9.3847,6.9115,5.7931,5.8485,3.9959,6.4161,6.1659,9.9331,2.8384,6.1029,4.2557,7.608,4.7702,5.4365,8.3104,6.0522,6.4286,5.6794,8.5867,9.5915,7.1606,4.4689,6.5317,6.9985,7.4541,7.5512,5.1563,4.98,6.1355,8.1627,5.7717,5.5771,3.8801,7.5099,7.6383,8.0526,3.8534,3.3684,6.8234,7.8994,7.8326,5.6371,3.1464,3.3715,5.2378,7.471,7.3996,7.4055,3.7869,2.8435,5.0796,6.8038,7.39,4.3393,3.2082,3.9293,6.3343,4.4106,6.7258,9.0872,3.9268,4.3283,4.9995,6.7207,3.9422,7.5828,4.8944,7.846,5.092,6.9103,5.7498,3.3472,6.7883,6.411,7.2504,5.774,4.518,5.2619,7.4213,5.2975,7.297,3.1843,5.7829,7.382,4.8615,5.019,4.9641,3.438,6.099,7.7514,4.3495,3.6156,4.2745,6.9544,7.9237,5.1331,4.5831,7.9224,3.7221,6.2888,3.4048,3.4527,5.1063,5.74,3.808,6.5497,5.8253,5.4652,8.4683,3.3092,9.9545,6.904,6.6128,7.6923,6.8813,6.01,6.3836,5.1813,7.1374,5.463,5.1874,8.1041,4.719,4.0161,3.5757,7.3721,6.818,4.5013,8.4087,6.0793,4.8305,3.1972,6.4691,7.0576,7.5744,7.7115,7.1468,8.7096,3.0762,4.3788,5.969,3.3459,3.0001,6.7792,3.6594,3.4984,5.9201,6.2951,6.3874,7.3687,4.5796,4.1124,5.4378,5.1658,7.9356,7.0761,4.4633,3.5108,6.6803,3.8797,9.4967,6.3059,8.5499,5.5491,9.5441,4.1818,4.6518,3.2285,4.8218,7.3316,4.4158,7.2029,10.0854,4.4671,4.7757,4.4829,5.9163,3.4908,5.3376,5.8913,3.7261,4.4016,5.4687,3.6312,6.2336,2.6868,6.8527,5.2635,5.9518,3.5411,6.1251,4.7936,4.2037,10.9613,9.2657,2.7758,7.5268,5.789,8.1946,5.6402,5.1386,5.8037,4.1327,6.4591,5.8791,4.6028,6.794,7.2746,6.3066,4.224,4.5302,3.9508,6.8584,5.252,5.7705,5.7981,4.0189,3.521,6.1532,7.5067,6.9081,9.4626,3.7836,7.1641,5.7361,7.9045,3.0645,8.413,3.7929
